STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,2.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,10.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,4.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,2.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,3.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,0.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,2.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,17.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,MN,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,MN,,3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,MN,,8.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,MN,,4.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,MN,,2.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,MN,,3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,MN,,4.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,JE_LTUR,Long-term unemployment rate,L,Value,MN,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,MN,,2.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,MN,,15.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,MN,,1.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,13.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,5.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,6.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,4.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,0.2,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,20.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,JE_EMPL,Employment rate,L,Value,WMN,,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,JE_EMPL,Employment rate,L,Value,TOT,,70,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_EMPL,Employment rate,L,Value,TOT,,58,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_EMPL,Employment rate,L,Value,TOT,,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_EMPL,Employment rate,L,Value,MN,,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_EMPL,Employment rate,L,Value,MN,,72,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_EMPL,Employment rate,L,Value,WMN,,45,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_EMPL,Employment rate,L,Value,WMN,,71,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.1,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,MN,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,1.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,TOT,,55,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,MN,,68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,WMN,,41,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,TOT,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,MN,,0.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,WMN,,2.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,JE_PEARN,Personal earnings,L,Value,TOT,,55206,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,JE_PEARN,Personal earnings,L,Value,TOT,,53132,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,JE_PEARN,Personal earnings,L,Value,TOT,,54327,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,JE_PEARN,Personal earnings,L,Value,TOT,,55342,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,JE_PEARN,Personal earnings,L,Value,TOT,,58430,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,JE_PEARN,Personal earnings,L,Value,TOT,,46230,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,JE_PEARN,Personal earnings,L,Value,TOT,,45581,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,JE_PEARN,Personal earnings,L,Value,TOT,,53745,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,JE_PEARN,Personal earnings,L,Value,TOT,,27207,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,JE_PEARN,Personal earnings,L,Value,TOT,,25409,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,JE_PEARN,Personal earnings,L,Value,TOT,,67488,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,JE_PEARN,Personal earnings,L,Value,TOT,,49474,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,JE_PEARN,Personal earnings,L,Value,TOT,,37769,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,JE_PEARN,Personal earnings,L,Value,TOT,,38515,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,JE_PEARN,Personal earnings,L,Value,TOT,,41960,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,TOT,,65854,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,JE_PEARN,Personal earnings,L,Value,TOT,,16230,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,TOT,,58828,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,TOT,,45269,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,JE_PEARN,Personal earnings,L,Value,TOT,,55780,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,JE_PEARN,Personal earnings,L,Value,TOT,,32527,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,JE_PEARN,Personal earnings,L,Value,TOT,,28410,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,JE_PEARN,Personal earnings,L,Value,TOT,,23619,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,JE_PEARN,Personal earnings,L,Value,TOT,,37922,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,JE_PEARN,Personal earnings,L,Value,TOT,,47020,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,TOT,,64824,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,JE_PEARN,Personal earnings,L,Value,TOT,,47147,,A,,USD,US Dollar,0,Units,,
